,reference,token,lemma
794,5.1,πορνεῖαι,πορνεία
795,5.1,κλοπαί,κλοπή
796,5.1,εἰδωλολατρίαι,εἰδωλολατρία
797,5.1,μαγεῖαι,μαγεία
798,5.1,φαρμακίαι,
799,5.1,ἁρπαγαί,ἁρπαγή
800,5.1,ψευδομαρτυρίαι,ψευδομαρτυρία
801,5.1,ὑποκρίσεις,
802,5.1,διπλοκαρδία,
803,5.1,δόλος,δόλος
804,5.1,ὑπερηφανία,ὑπερηφανία
805,5.1,κακία,κακία
806,5.1,αὐθάδεια,αὐθάδεια
807,5.1,πλεονεξία,πλεονεξία
808,5.1,αἰσχρολογία,αἰσχρολογία
809,5.1,ζηλοτυπία,ζηλοτυπία
810,5.1,θρασύτης,θρασύτης
811,5.1,ὕψος,ὕψος
812,5.1,ἀλαζονεία,ἀλαζονεία
813,5.1,διῶκται,
814,5.1,ἀγαθῶν,
815,5.1,μισοῦντες,μισέω
816,5.1,ἀλήθειαν,ἀλήθεια
817,5.1,ἀγαπῶντες,
818,5.2,ψεῦδος,ψεῦδος
819,5.2,οὐ,οὐ
820,5.2,γινώσκοντες,γιγνώσκω
821,5.2,μισθὸν,μισθός
822,5.2,δικαιοσύνης,δικαιοσύνη
823,5.2,οὐ,οὐ
824,5.2,κολλώμενοι,κολλάω
825,5.2,ἀγαθῷ,ἀγαθός
826,5.2,οὐδὲ,
827,5.2,κρίσει,κρίσις
828,5.2,δικαίᾳ,
829,5.2,ἀγρυπνοῦντες,ἀγρυπνέω
830,5.2,οὐκ,οὐ
831,5.2,εἰς,εἰς
832,5.2,τὸ,ὁ
833,5.2,ἀγαθόν,ἀγαθός
834,5.2,ἀλλ’,
835,5.2,εἰς,εἰς
836,5.2,τὸ,ὁ
837,5.2,πονηρόν,πονηρός
838,5.2,ὧν,ὅς
839,5.2,μακρὰν,
840,5.2,πραΰτης,
841,5.2,καὶ,καί
842,5.2,ὑπομονή,ὑπομονή
843,5.2,μάταια,μάταιος
844,5.2,ἀγαπῶντες,
845,5.2,διώκοντες,διώκω
